[I 2024-09-19 23:39:18,273] A new study created in memory with name: no-name-e354a574-ef94-4e8c-9d68-64cf2ce3ff8d
[I 2024-09-19 23:39:27,523] Trial 0 finished with value: 0.3449858854078026 and parameters: {'n_estimators': 183, 'max_depth': 8, 'min_child_weight': 9, 'learning_rate': 0.19905030354911354, 'subsample': 0.669326358389216, 'colsample_bytree': 0.6380515673753843, 'colsample_bylevel': 0.8023042626023913, 'gamma': 4.882532266457538, 'reg_alpha': 0.8664852089823155, 'reg_lambda': 8.064116430825486}. Best is trial 0 with value: 0.3449858854078026.
[I 2024-09-19 23:54:25,524] Trial 36 finished with value: 0.3143152329328534 and parameters: {'n_estimators': 895, 'max_depth': 3, 'min_child_weight': 2, 'learning_rate': 0.21131337673354053, 'subsample': 0.8647345276657135, 'colsample_bytree': 0.7494852223543776, 'colsample_bylevel': 0.782741412151023, 'gamma': 3.6420017121800545, 'reg_alpha': 0.04773315164615048, 'reg_lambda': 1.6901237277969297}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:54:46,773] Trial 37 finished with value: 0.4085362214709729 and parameters: {'n_estimators': 557, 'max_depth': 7, 'min_child_weight': 3, 'learning_rate': 0.0326044014440663, 'subsample': 0.5059887640262568, 'colsample_bytree': 0.7774852074989959, 'colsample_bylevel': 0.8619735478815489, 'gamma': 4.699891506861643, 'reg_alpha': 0.08149632586463894, 'reg_lambda': 2.7690505490639428}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:55:21,786] Trial 38 finished with value: 0.42612593661773807 and parameters: {'n_estimators': 820, 'max_depth': 8, 'min_child_weight': 1, 'learning_rate': 0.014401342877758051, 'subsample': 0.9679169271906084, 'colsample_bytree': 0.9006085054028393, 'colsample_bylevel': 0.9139233805827468, 'gamma': 3.97877250327518, 'reg_alpha': 0.1509802429035403, 'reg_lambda': 0.9611129563935119}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:55:48,230] Trial 39 finished with value: 0.29063016213166576 and parameters: {'n_estimators': 663, 'max_depth': 8, 'min_child_weight': 4, 'learning_rate': 0.11525973163946383, 'subsample': 0.8974289152431899, 'colsample_bytree': 0.8402263984338657, 'colsample_bylevel': 0.9976118754655134, 'gamma': 3.1587445060564683, 'reg_alpha': 0.29296062135083795, 'reg_lambda': 1.7975641456169995}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:55:54,915] Trial 40 finished with value: 0.48610244686224674 and parameters: {'n_estimators': 102, 'max_depth': 6, 'min_child_weight': 3, 'learning_rate': 0.03941504578908817, 'subsample': 0.8235213112967958, 'colsample_bytree': 0.9158306319805202, 'colsample_bylevel': 0.802459536173672, 'gamma': 4.073872006779918, 'reg_alpha': 0.06899559393852936, 'reg_lambda': 2.293026828992012}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:56:29,285] Trial 41 finished with value: 0.24969643073631023 and parameters: {'n_estimators': 803, 'max_depth': 9, 'min_child_weight': 3, 'learning_rate': 0.18489285441727224, 'subsample': 0.9158972000233262, 'colsample_bytree': 0.8787253515519292, 'colsample_bylevel': 0.7261859319104144, 'gamma': 4.573734930922595, 'reg_alpha': 0.1300337151072883, 'reg_lambda': 3.269154851743121}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:57:06,840] Trial 42 finished with value: 0.2520304407300938 and parameters: {'n_estimators': 833, 'max_depth': 9, 'min_child_weight': 1, 'learning_rate': 0.19575435250410486, 'subsample': 0.8691108205724013, 'colsample_bytree': 0.8841264778008496, 'colsample_bylevel': 0.7253071706110316, 'gamma': 4.615134891868426, 'reg_alpha': 0.2168914918839546, 'reg_lambda': 3.2560192528493133}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:57:44,855] Trial 43 finished with value: 0.2512736883841761 and parameters: {'n_estimators': 858, 'max_depth': 9, 'min_child_weight': 1, 'learning_rate': 0.19334931648913814, 'subsample': 0.9999544998831811, 'colsample_bytree': 0.8884074835777698, 'colsample_bylevel': 0.7255522989936498, 'gamma': 4.96863990677507, 'reg_alpha': 0.100013207093982, 'reg_lambda': 3.3252218256702757}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:58:13,798] Trial 44 finished with value: 0.30768136221232717 and parameters: {'n_estimators': 859, 'max_depth': 7, 'min_child_weight': 2, 'learning_rate': 0.08408810332639148, 'subsample': 0.9995037433970555, 'colsample_bytree': 0.8501384640032132, 'colsample_bylevel': 0.7688368903229654, 'gamma': 4.804988639188035, 'reg_alpha': 0.10925901919881137, 'reg_lambda': 2.371510157492569}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:58:42,241] Trial 45 finished with value: 0.2758353324851719 and parameters: {'n_estimators': 732, 'max_depth': 8, 'min_child_weight': 1, 'learning_rate': 0.15078035525723016, 'subsample': 0.9671417877043239, 'colsample_bytree': 0.7934042333878981, 'colsample_bylevel': 0.8180014445236818, 'gamma': 4.97966624857875, 'reg_alpha': 0.03482001836874629, 'reg_lambda': 4.136113919975932}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:59:16,734] Trial 46 finished with value: 0.278215988642309 and parameters: {'n_estimators': 800, 'max_depth': 9, 'min_child_weight': 4, 'learning_rate': 0.12668759678832342, 'subsample': 0.9070276327765068, 'colsample_bytree': 0.8249308652575441, 'colsample_bylevel': 0.7312649418994618, 'gamma': 4.1181695324930745, 'reg_alpha': 0.1712540360318628, 'reg_lambda': 1.3298511266198862}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-19 23:59:53,017] Trial 47 finished with value: 0.2809776634017661 and parameters: {'n_estimators': 896, 'max_depth': 9, 'min_child_weight': 2, 'learning_rate': 0.09471205806673676, 'subsample': 0.9757542084412681, 'colsample_bytree': 0.7244374631302628, 'colsample_bylevel': 0.6637999006572884, 'gamma': 4.989332123852234, 'reg_alpha': 0.09512636789724524, 'reg_lambda': 3.1405111922376183}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:00:28,207] Trial 48 finished with value: 0.2600519245904663 and parameters: {'n_estimators': 857, 'max_depth': 8, 'min_child_weight': 3, 'learning_rate': 0.18898902242439963, 'subsample': 0.9133026785715034, 'colsample_bytree': 0.6470441893700618, 'colsample_bylevel': 0.8511888509963558, 'gamma': 4.559453561351672, 'reg_alpha': 0.03792242493801201, 'reg_lambda': 4.3191161807536}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:01:02,776] Trial 49 finished with value: 0.3319938346312612 and parameters: {'n_estimators': 729, 'max_depth': 10, 'min_child_weight': 4, 'learning_rate': 0.04996071344002747, 'subsample': 0.9522215527060268, 'colsample_bytree': 0.8964223176486044, 'colsample_bylevel': 0.767387675950756, 'gamma': 3.714638731245789, 'reg_alpha': 0.15078422114822815, 'reg_lambda': 3.806504290900852}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:01:23,058] Trial 50 finished with value: 0.31423322849509466 and parameters: {'n_estimators': 675, 'max_depth': 5, 'min_child_weight': 1, 'learning_rate': 0.1537451625234717, 'subsample': 0.9988834754889662, 'colsample_bytree': 0.9653328825531832, 'colsample_bylevel': 0.7037230901574661, 'gamma': 4.538185594370242, 'reg_alpha': 0.3476512237053606, 'reg_lambda': 2.143105248584973}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:02:04,473] Trial 51 finished with value: 0.24777596320964773 and parameters: {'n_estimators': 835, 'max_depth': 9, 'min_child_weight': 1, 'learning_rate': 0.1972228563810602, 'subsample': 0.8852256789437815, 'colsample_bytree': 0.8827537877282161, 'colsample_bylevel': 0.7273099163002047, 'gamma': 4.663629814658775, 'reg_alpha': 0.21613320369515265, 'reg_lambda': 0.24014913722532527}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:02:42,291] Trial 52 finished with value: 0.25219018091813894 and parameters: {'n_estimators': 806, 'max_depth': 9, 'min_child_weight': 2, 'learning_rate': 0.18923774204193508, 'subsample': 0.8862033186977435, 'colsample_bytree': 0.8623406015057267, 'colsample_bylevel': 0.6866984379002242, 'gamma': 4.123028396255043, 'reg_alpha': 0.0008964882247562422, 'reg_lambda': 0.4624208576790516}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:03:26,013] Trial 53 finished with value: 0.24867706384655497 and parameters: {'n_estimators': 842, 'max_depth': 9, 'min_child_weight': 1, 'learning_rate': 0.2509373713328604, 'subsample': 0.9592261092827775, 'colsample_bytree': 0.9096092071097124, 'colsample_bylevel': 0.7303204648279449, 'gamma': 4.765610255989067, 'reg_alpha': 0.27763887037597446, 'reg_lambda': 0.04252820131819507}. Best is trial 31 with value: 0.244332978635689.
[I 2024-09-20 00:04:12,638] Trial 54 finished with value: 0.23934267760930386 and parameters: {'n_estimators': 828, 'max_depth': 10, 'min_child_weight': 3, 'learning_rate': 0.2602994910744874, 'subsample': 0.9073657940609563, 'colsample_bytree': 0.915151658254117, 'colsample_bylevel': 0.7948723573480438, 'gamma': 4.622741782101068, 'reg_alpha': 0.2823539887696006, 'reg_lambda': 0.003398091700835826}. Best is trial 54 with value: 0.23934267760930386.
[I 2024-09-20 00:05:00,348] Trial 55 finished with value: 0.2338530225434779 and parameters: {'n_estimators': 841, 'max_depth': 10, 'min_child_weight': 2, 'learning_rate': 0.2513919672605577, 'subsample': 0.866366613988257, 'colsample_bytree': 0.9161944427978526, 'colsample_bylevel': 0.7825128182220862, 'gamma': 4.780276271957572, 'reg_alpha': 0.2913874899644342, 'reg_lambda': 0.180503691282688}. Best is trial 55 with value: 0.2338530225434779.
[I 2024-09-20 00:05:40,850] Trial 56 finished with value: 0.24077553864006312 and parameters: {'n_estimators': 753, 'max_depth': 10, 'min_child_weight': 4, 'learning_rate': 0.23962845331177868, 'subsample': 0.8723353390385563, 'colsample_bytree': 0.9612878387490023, 'colsample_bylevel': 0.8069215247003996, 'gamma': 4.2445021732001855, 'reg_alpha': 0.32207161124284034, 'reg_lambda': 0.4986819665860853}. Best is trial 55 with value: 0.2338530225434779.
[I 2024-09-20 00:06:16,619] Trial 57 finished with value: 0.2573620183744123 and parameters: {'n_estimators': 710, 'max_depth': 10, 'min_child_weight': 4, 'learning_rate': 0.24855611927816204, 'subsample': 0.8627800525029603, 'colsample_bytree': 0.5914178531778547, 'colsample_bylevel': 0.8056711157181562, 'gamma': 4.1548264933655314, 'reg_alpha': 0.37843700626924603, 'reg_lambda': 0.6996500329982971}. Best is trial 55 with value: 0.2338530225434779.
[I 2024-09-20 00:06:56,589] Trial 58 finished with value: 0.2326386535795088 and parameters: {'n_estimators': 748, 'max_depth': 10, 'min_child_weight': 3, 'learning_rate': 0.2585714702873497, 'subsample': 0.8186008094107156, 'colsample_bytree': 0.9602554937932432, 'colsample_bylevel': 0.8438228409640334, 'gamma': 3.756582500794562, 'reg_alpha': 0.4765801149956225, 'reg_lambda': 1.4610400266918682}. Best is trial 58 with value: 0.2326386535795088.
[I 2024-09-20 00:07:38,223] Trial 59 finished with value: 0.23936023993838002 and parameters: {'n_estimators': 748, 'max_depth': 10, 'min_child_weight': 3, 'learning_rate': 0.27100892806648536, 'subsample': 0.8124623320199973, 'colsample_bytree': 0.9281178674642123, 'colsample_bylevel': 0.8913038306283293, 'gamma': 3.6909177048872097, 'reg_alpha': 0.4992003740312028, 'reg_lambda': 0.8627399150638844}. Best is trial 58 with value: 0.2326386535795088.
